Source,Target,EdgeType,weight,final_label
Patient 4572,Doctor 4892,4,0.051085267,0
Patient 4573,Doctor 6612,4,0.220450357,0
Patient 4574,Doctor 1057,4,0.056485552,0
Patient 4574,Doctor 4874,4,0.033535969,0
Patient 4574,Doctor 8615,4,0.242915452,0
Patient 4583,Doctor 683,4,0.494081855,0
Patient 4594,Doctor 4603,4,0.035979383,0
Patient 4599,Doctor 7705,4,0.047677442,0
Patient 4601,Doctor 8307,4,0.026982646,0
Patient 4605,Doctor 8741,4,0.170337513,0
Patient 4606,Doctor 5646,4,0.009199204,0
Patient 4606,Doctor 6584,4,0.009672595,0
Patient 4607,Doctor 3319,4,0.275914162,0
Patient 4610,Doctor 4201,4,0.396185219,0
Patient 4616,Doctor 2759,4,0.043178827,0
Patient 4618,Doctor 7605,4,0.244717628,0
Patient 4618,Doctor 8094,4,0.030457096,0
Patient 4618,Doctor 8615,4,0.223041803,0
Patient 4621,Doctor 1876,4,0.026355429,0
Patient 4624,Doctor 7821,4,0.125042439,0
Patient 4628,Doctor 7235,4,0.050788265,0
Patient 4629,Doctor 4731,4,0.14040266,0
Patient 4630,Doctor 4003,4,0.010058734,0
Patient 4636,Doctor 8341,4,0.503863335,0
Patient 4640,Doctor 6266,4,0.065180056,0
Patient 4649,Doctor 395,4,0.177689478,0
Patient 4656,Doctor 8264,4,0.013039134,0
Patient 4658,Doctor 130,4,0.057065543,0
Patient 4666,Doctor 8615,4,0.479566216,0
Patient 4671,Doctor 4189,4,0.110104851,0
Patient 4672,Doctor 621,4,0.537801445,0
Patient 4679,Doctor 1115,4,0.111790799,0
Patient 4679,Doctor 8751,4,0.033123694,0
Patient 4681,Doctor 2195,4,0.020731745,0
Patient 4682,Doctor 4856,4,0.10122598,0
Patient 4684,Doctor 5084,4,0.411342233,0
Patient 4684,Doctor 5920,4,0.182985514,0
Patient 4689,Doctor 8463,4,0.599911988,0
Patient 4690,Doctor 5164,4,0.595462859,0
Patient 4691,Doctor 7822,4,0.620867252,0
Patient 4693,Doctor 519,4,0.003221188,0
Patient 4693,Doctor 4842,4,0.019599136,0
Patient 4693,Doctor 7321,4,0.003619756,0
Patient 4698,Doctor 2721,4,0.034847826,0
Patient 4701,Doctor 7059,4,0.053459264,0
Patient 4705,Doctor 6002,4,0.12400987,0
Patient 4714,Doctor 5913,4,0.04142873,0
Patient 4715,Doctor 5433,4,0.144556031,0
Patient 4720,Doctor 1467,4,0.541599512,0
Patient 4721,Doctor 8043,4,0.160071492,0
Patient 4723,Doctor 6545,4,0.129783839,0
Patient 4725,Doctor 2276,4,0.503602624,0
Patient 4728,Doctor 6569,4,0.081403933,0
Patient 4731,Doctor 764,4,0.121316247,0
Patient 4734,Doctor 1730,4,0.229996786,0
Patient 4741,Doctor 8262,4,0.112303711,0
Patient 4751,Doctor 2375,4,0.367788315,0
Patient 4755,Doctor 3534,4,0.097202487,0
Patient 4763,Doctor 964,4,0.033767093,0
Patient 4768,Doctor 8222,4,0.059772272,0
Patient 4773,Doctor 5164,4,0.259964705,0
Patient 4775,Doctor 2760,4,0.085162647,0
Patient 4780,Doctor 431,4,0.010050347,0
Patient 4783,Doctor 6043,4,0.201012984,0
Patient 4783,Doctor 7433,4,0.012613881,0
Patient 4788,Doctor 7422,4,0.002304979,0
Patient 4788,Doctor 7822,4,0.078625873,0
Patient 4791,Doctor 7882,4,0.139888644,0
Patient 4793,Doctor 6604,4,0.259029001,0
Patient 4796,Doctor 7994,4,0.501904488,0
Patient 4808,Doctor 6140,4,0.009992806,0
Patient 4808,Doctor 7803,4,0.285531968,0
Patient 4808,Doctor 8231,4,0.017927755,0
Patient 4810,Doctor 3681,4,0.325739771,0
Patient 4815,Doctor 6604,4,0.455489159,0
Patient 4828,Doctor 1598,4,0.509620905,0
Patient 4829,Doctor 5805,4,0.080926538,0
Patient 4830,Doctor 7558,4,0.065964878,0
Patient 4837,Doctor 768,4,0.062672473,0
Patient 4838,Doctor 3115,4,0.006013543,0
Patient 4839,Doctor 5757,4,0.038730066,0
Patient 4840,Doctor 31,4,0.073266529,0
Patient 4840,Doctor 5561,4,0.195392027,0
Patient 4840,Doctor 8391,4,0.022360196,0
Patient 4847,Doctor 5832,4,0.007140356,0
Patient 4848,Doctor 5200,4,0.013949095,0
Patient 4848,Doctor 6221,4,0.03018528,0
Patient 4854,Doctor 4114,4,0.345095545,0
Patient 4855,Doctor 2038,4,0.019642001,0
Patient 4857,Doctor 8341,4,0.524925709,0
Patient 4858,Doctor 6388,4,0.400069863,0
Patient 4866,Doctor 5332,4,0.484441131,0
Patient 4868,Doctor 2573,4,0.03111323,0
Patient 4872,Doctor 466,4,0.096573062,0
Patient 4873,Doctor 5657,4,0.183408216,0
Patient 4887,Doctor 4565,4,0.127573952,0
Patient 4889,Doctor 7822,4,0.558692873,0
Patient 4893,Doctor 1966,4,0.496637464,0
Patient 4895,Doctor 7197,4,0.004134066,0
Patient 4904,Doctor 2276,4,0.504861236,0
Patient 4905,Doctor 8354,4,0.446825773,0
Patient 4910,Doctor 7949,4,0.059393577,0
Patient 4914,Doctor 1477,4,0.128203049,0
Patient 4914,Doctor 1556,4,0.012528787,0
Patient 4914,Doctor 8555,4,0.11190144,0
Patient 4916,Doctor 5179,4,0.120095231,0
Patient 4924,Doctor 5521,4,0.133988917,0
Patient 4925,Doctor 6002,4,0.228620306,0
Patient 4931,Doctor 55,4,0.045528609,0
Patient 4931,Doctor 2769,4,0.005883887,0
Patient 4931,Doctor 4616,4,0.004206378,0
Patient 4931,Doctor 5623,4,0.060838718,0
Patient 4931,Doctor 8628,4,0.010548565,0
Patient 4937,Doctor 7803,4,0.527472675,0
Patient 4941,Doctor 5717,4,0.061725888,0
Patient 4943,Doctor 1684,4,0.058235478,0
Patient 4945,Doctor 6778,4,0.003559664,0
Patient 4954,Doctor 1601,4,0.055084612,0
Patient 4958,Doctor 1325,4,0.027459923,0
Patient 4974,Doctor 57,4,0.015419824,0
Patient 4974,Doctor 164,4,0.00894711,0
Patient 4974,Doctor 180,4,0.009455582,0
Patient 4974,Doctor 2050,4,0.010573244,0
Patient 4974,Doctor 4128,4,0.065027349,0
Patient 4974,Doctor 4185,4,0.014185514,0
Patient 4974,Doctor 4659,4,0.000980393,0
Patient 4974,Doctor 6064,4,0.006108522,0
Patient 4974,Doctor 6313,4,0.010367786,0
Patient 4974,Doctor 7246,4,0.015462003,0
Patient 4974,Doctor 8646,4,0.003926753,0
Patient 4975,Doctor 5082,4,0.353372693,0
Patient 4976,Doctor 3987,4,0.008137255,0
Patient 4976,Doctor 5368,4,0.154453903,0
Patient 4976,Doctor 7894,4,0.034466315,0
Patient 4976,Doctor 8421,4,0.036910422,0
Patient 4976,Doctor 8668,4,0.102397718,0
Patient 4980,Doctor 3271,4,0.191018999,0
Patient 4982,Doctor 5551,4,0.451589435,0
Patient 4983,Doctor 6137,4,0.035149325,0
Patient 4986,Doctor 1851,4,0.034956772,0
Patient 4986,Doctor 5962,4,0.199896008,0
Patient 4988,Doctor 6773,4,0.081029162,0
Patient 4989,Doctor 1598,4,0.492238134,0
Patient 4993,Doctor 1740,4,0.237371609,0
Patient 4999,Doctor 179,4,0.032238796,0
Patient 5004,Doctor 7776,4,0.02962641,0
Patient 5004,Doctor 8327,4,0.170253322,0
Patient 5012,Doctor 8341,4,0.518789053,0
Patient 5018,Doctor 7438,4,0.197251186,0
Patient 5018,Doctor 8463,4,0.339378417,0
Patient 5022,Doctor 5706,4,0.085582726,0
Patient 5023,Doctor 5757,4,0.035510298,0
Patient 5025,Doctor 1152,4,0.232558131,0
Patient 5027,Doctor 8877,4,0.014362497,0
Patient 5028,Doctor 5123,4,0.08819481,0
Patient 5028,Doctor 8677,4,0.168910891,0
Patient 5031,Doctor 7605,4,0.291654408,0
Patient 5033,Doctor 2952,4,0.106850304,0
Patient 5038,Doctor 4259,4,0.536661506,0
Patient 5052,Doctor 6585,4,0.089056142,0
Patient 5056,Doctor 3669,4,0.189610526,0
Patient 5056,Doctor 7423,4,0.162348986,0
Patient 5058,Doctor 7662,4,0.140745714,0
Patient 5060,Doctor 4800,4,0.022693943,0
Patient 5063,Doctor 5164,4,0.26107955,0
Patient 5065,Doctor 2867,4,0.064123109,0
Patient 5069,Doctor 2568,4,0.125551924,0
Patient 5076,Doctor 2276,4,0.476981014,0
Patient 5078,Doctor 7605,4,0.532468915,0
Patient 5081,Doctor 1152,4,0.247588217,0
Patient 5092,Doctor 5977,4,0.05273151,0
Patient 5108,Doctor 2324,4,0.118464731,0
Patient 5110,Doctor 1533,4,0.070300542,0
Patient 5110,Doctor 1598,4,0.112279005,0
Patient 5110,Doctor 8615,4,0.11542242,0
Patient 5120,Doctor 6868,4,0.110012628,0
Patient 5120,Doctor 8610,4,0.084882259,0
Patient 5124,Doctor 6743,4,0.07830102,0
Patient 5128,Doctor 9051,4,0.34686327,0
Patient 5137,Doctor 9023,4,0.021600159,0
Patient 5138,Doctor 6172,4,0.085013248,0
Patient 5140,Doctor 5164,4,0.346793503,0
Patient 5142,Doctor 1152,4,0.244825378,0
Patient 5148,Doctor 8949,4,0.04494521,0
Patient 5153,Doctor 4565,4,0.145135984,0
Patient 5158,Doctor 2785,4,0.182508618,0
Patient 5160,Doctor 2507,4,0.484156281,0
Patient 5164,Doctor 6130,4,0.053517338,0
Patient 5175,Doctor 2999,4,0.360565364,0
Patient 5176,Doctor 4574,4,0.264323831,0
Patient 5177,Doctor 5715,4,0.024355339,0
Patient 5180,Doctor 5083,4,0.323787689,0
Patient 5184,Doctor 7686,4,0.126322761,0
Patient 5190,Doctor 8969,4,0.229717135,0
Patient 5192,Doctor 1211,4,0.24959299,0
Patient 5194,Doctor 3989,4,0.198074475,0
Patient 5196,Doctor 8954,4,0.110916413,0
Patient 5197,Doctor 4012,4,0.48052001,0
Patient 5199,Doctor 1844,4,0.03226044,0
Patient 5202,Doctor 2671,4,0.512640059,0
Patient 5205,Doctor 1644,4,0.051537696,0
Patient 5207,Doctor 7433,4,0.112724826,0
Patient 5209,Doctor 8463,4,0.543159246,0
Patient 5214,Doctor 6003,4,0.048871171,0
Patient 5219,Doctor 5832,4,0.017169815,0
Patient 5219,Doctor 6322,4,0.031763282,0
Patient 5224,Doctor 5164,4,0.513438821,0
Patient 5228,Doctor 6137,4,0.19224894,0
Patient 5235,Doctor 4385,4,0.127749979,0
Patient 5241,Doctor 1115,4,0.412127674,0
Patient 5242,Doctor 7968,4,0.060926873,0
Patient 5243,Doctor 1552,4,0.071141981,0
Patient 5251,Doctor 6380,4,0.189363405,0
Patient 5253,Doctor 6134,4,0.048061926,0
Patient 5254,Doctor 8066,4,0.049106028,0
Patient 5255,Doctor 2324,4,0.13223213,0
Patient 5257,Doctor 286,4,0.117357403,0
Patient 5260,Doctor 5164,4,0.561366677,0
Patient 5261,Doctor 5295,4,0.232007533,0
Patient 5264,Doctor 3160,4,0.008743583,0
Patient 5265,Doctor 8403,4,0.123397268,0
Patient 5273,Doctor 2307,4,0.112858586,0
Patient 5277,Doctor 4259,4,0.569238007,0
Patient 5281,Doctor 5606,4,0.546821117,0
Patient 5296,Doctor 5164,4,0.521573603,0
Patient 5299,Doctor 7348,4,0.322737187,0
Patient 5301,Doctor 7822,4,0.598069191,0
Patient 5307,Doctor 2045,4,0.192935497,0
Patient 5320,Doctor 449,4,0.333684832,0
Patient 5325,Doctor 5806,4,0.082012609,0
Patient 5333,Doctor 3605,4,0.017874809,0
Patient 5335,Doctor 8440,4,0.124883644,0
Patient 5337,Doctor 8952,4,0.034285232,0
Patient 5339,Doctor 4270,4,0.056315739,0
Patient 5341,Doctor 4017,4,0.024055868,0
Patient 5353,Doctor 1453,4,0.102810293,0
Patient 5356,Doctor 4023,4,0.070641421,0
Patient 5360,Doctor 7553,4,0.677378476,0
Patient 5366,Doctor 5958,4,0.096789479,0
Patient 5368,Doctor 5621,4,0.277646244,0
Patient 5369,Doctor 1993,4,0.205529168,0
Patient 5374,Doctor 5340,4,0.017157407,0
Patient 5377,Doctor 2665,4,0.047236368,0
Patient 5379,Doctor 3689,4,0.441085756,0
Patient 5382,Doctor 7997,4,0.012909145,0
Patient 5386,Doctor 5822,4,0.094445378,0
Patient 5388,Doctor 8325,4,0.414137691,0
Patient 5389,Doctor 7638,4,0.187427476,0
Patient 5390,Doctor 3689,4,0.412748128,0
Patient 5393,Doctor 186,4,0.024417317,0
Patient 5393,Doctor 215,4,0.003787978,0
Patient 5393,Doctor 274,4,0.008092589,0
Patient 5393,Doctor 1269,4,0.011399033,0
Patient 5393,Doctor 2173,4,0.011595609,0
Patient 5393,Doctor 2507,4,0.055862084,0
Patient 5393,Doctor 3284,4,0.0144551,0
Patient 5393,Doctor 4116,4,0.007669494,0
Patient 5393,Doctor 5294,4,0.009515946,0
Patient 5393,Doctor 6699,4,0.017680109,0
Patient 5393,Doctor 7594,4,0.007243431,0
Patient 5393,Doctor 7673,4,0.008658229,0
Patient 5393,Doctor 9004,4,0.001667248,0
Patient 5400,Doctor 2276,4,0.137199193,0
Patient 5401,Doctor 2890,4,0.236935928,0
Patient 5402,Doctor 5498,4,0.106920302,0
Patient 5408,Doctor 7423,4,0.476163149,0
Patient 5416,Doctor 8131,4,0.207256451,0
Patient 5417,Doctor 5082,4,0.37276724,0
Patient 5420,Doctor 6604,4,0.505677521,0
Patient 5423,Doctor 8232,4,0.048385393,0
Patient 5425,Doctor 7941,4,0.015965883,0
Patient 5428,Doctor 1886,4,0.054859754,0
Patient 5433,Doctor 3617,4,0.078931965,0
Patient 5442,Doctor 2467,4,0.093689054,0
Patient 5442,Doctor 4829,4,0.018568296,0
Patient 5444,Doctor 5606,4,0.577131748,0
Patient 5450,Doctor 5577,4,0.058835112,0
Patient 5452,Doctor 6863,4,0.29362601,0
Patient 5452,Doctor 7120,4,0.028515594,0
Patient 5454,Doctor 691,4,0.009341002,0
Patient 5454,Doctor 2477,4,0.029211028,0
Patient 5454,Doctor 2547,4,0.029404968,0
Patient 5454,Doctor 4132,4,0.033813883,0
Patient 5454,Doctor 4250,4,0.017357761,0
Patient 5454,Doctor 5927,4,0.08138366,0
Patient 5454,Doctor 6354,4,0.007019091,0
Patient 5460,Doctor 1360,4,0.03017048,0
Patient 5467,Doctor 1426,4,0.423711628,0
Patient 5468,Doctor 2177,4,0.168354437,0
Patient 5479,Doctor 5368,4,0.555456758,0
Patient 5482,Doctor 4713,4,0.06122499,0
Patient 5486,Doctor 557,4,0.136676177,0
Patient 5487,Doctor 857,4,0.33306551,0
Patient 5493,Doctor 2760,4,0.19137384,0
Patient 5495,Doctor 2952,4,0.530891001,0
Patient 5497,Doctor 6442,4,0.270425797,0
Patient 5498,Doctor 958,4,0.03441444,0
Patient 5503,Doctor 5621,4,0.533984244,0
Patient 5507,Doctor 7822,4,0.527077973,0
Patient 5515,Doctor 181,4,0.031215571,0
Patient 5516,Doctor 8290,4,0.024675174,0
Patient 5517,Doctor 6791,4,0.114362665,0
Patient 5523,Doctor 5368,4,0.489246756,0
Patient 5529,Doctor 4574,4,0.088307224,0
Patient 5544,Doctor 4779,4,0.06365975,0
Patient 5546,Doctor 3648,4,0.073663697,0
Patient 5548,Doctor 1750,4,0.03130766,0
Patient 5552,Doctor 6162,4,0.082579419,0
Patient 5557,Doctor 3246,4,0.040923107,0
Patient 5557,Doctor 6551,4,0.241945595,0
Patient 5561,Doctor 2103,4,0.256859809,0
Patient 5566,Doctor 9063,4,0.031642046,0
Patient 5569,Doctor 6666,4,0.034221571,0
Patient 5571,Doctor 5164,4,0.552364409,0
Patient 5572,Doctor 4398,4,0.096955918,0
Patient 5573,Doctor 8325,4,0.411059827,0
Patient 5583,Doctor 4148,4,0.392565995,0
Patient 5589,Doctor 8948,4,0.400995821,0
Patient 5592,Doctor 6924,4,0.079591215,0
Patient 5595,Doctor 4565,4,0.373274118,0
Patient 5613,Doctor 1167,4,0.250050783,0
Patient 5615,Doctor 4203,4,0.166853592,0
Patient 5617,Doctor 6043,4,0.18641606,0
Patient 5621,Doctor 7822,4,0.573124528,0
Patient 5622,Doctor 3119,4,0.081385359,0
Patient 5623,Doctor 730,4,0.248024836,0
Patient 5624,Doctor 8801,4,0.028574213,0
Patient 5627,Doctor 5084,4,0.356304497,0
Patient 5630,Doctor 7900,4,0.025102254,0
Patient 5632,Doctor 8868,4,0.336438566,0
Patient 5633,Doctor 8181,4,0.017542956,0
Patient 5645,Doctor 2017,4,0.349299729,0
Patient 5652,Doctor 607,4,0.202565685,0
Patient 5654,Doctor 3871,4,0.041717075,0
Patient 5655,Doctor 1213,4,0.31548053,0
Patient 5668,Doctor 2284,4,0.069267683,0
Patient 5687,Doctor 3504,4,0.216926545,0
Patient 5692,Doctor 8341,4,0.468872905,0
Patient 5694,Doctor 1458,4,0.102706514,0
Patient 5704,Doctor 1639,4,0.190919653,0
Patient 5705,Doctor 3533,4,0.083191916,0
Patient 5711,Doctor 1531,4,0.143344924,0
Patient 5717,Doctor 1111,4,0.125092864,0
Patient 5718,Doctor 2734,4,0.026051465,0
Patient 5718,Doctor 6137,4,0.0146525,0
Patient 5723,Doctor 7803,4,0.2996113,0
Patient 5725,Doctor 3663,4,0.025567301,0
Patient 5726,Doctor 5657,4,0.170211256,0
Patient 5727,Doctor 8615,4,0.409686536,0
Patient 5729,Doctor 536,4,0.092708752,0
Patient 5733,Doctor 153,4,0.100578092,0
Patient 5733,Doctor 1523,4,0.02386003,0
Patient 5733,Doctor 2143,4,0.013752817,0
Patient 5733,Doctor 6372,4,0.005449146,0
Patient 5733,Doctor 8948,4,0.071262039,0
Patient 5748,Doctor 6924,4,0.066328019,0
Patient 5758,Doctor 1334,4,0.3006033,0
Patient 5759,Doctor 5578,4,0.092847899,0
Patient 5760,Doctor 4772,4,0.102391466,0
Patient 5761,Doctor 5203,4,0.182980642,0
Patient 5766,Doctor 702,4,0.00337411,0
Patient 5766,Doctor 1598,4,0.092729829,0
Patient 5766,Doctor 2017,4,0.053060494,0
Patient 5766,Doctor 3863,4,0.014880779,0
Patient 5766,Doctor 6480,4,0.023323379,0
Patient 5766,Doctor 7803,4,0.101973444,0
Patient 5766,Doctor 8119,4,0.018923234,0
Patient 5767,Doctor 7822,4,0.549045026,0
Patient 5773,Doctor 4695,4,0.134726301,0
Patient 5775,Doctor 5078,4,0.039789364,0
Patient 5778,Doctor 1598,4,0.565253973,0
Patient 5786,Doctor 5368,4,0.487587601,0
Patient 5787,Doctor 7180,4,0.026517101,0
Patient 5788,Doctor 466,4,0.113670573,0
Patient 5801,Doctor 2102,4,0.049888913,0
Patient 5809,Doctor 3419,4,0.100316897,0
Patient 5811,Doctor 2422,4,0.095036611,0
Patient 5814,Doctor 1598,4,0.285233349,0
Patient 5817,Doctor 3722,4,0.021200217,0
Patient 5818,Doctor 625,4,0.483893186,0
Patient 5820,Doctor 6117,4,0.014384746,0
Patient 5824,Doctor 4311,4,0.137164593,0
Patient 5827,Doctor 3864,4,0.259927094,0
Patient 5832,Doctor 498,4,0.484372228,0
Patient 5834,Doctor 4060,4,0.19495742,0
Patient 5838,Doctor 5981,4,0.03925138,0
Patient 5851,Doctor 7803,4,0.531841516,0
Patient 5854,Doctor 128,4,0.051912982,0
Patient 5854,Doctor 8368,4,0.174886644,0
Patient 5855,Doctor 719,4,0.027891358,0
Patient 5857,Doctor 2154,4,0.06298323,0
Patient 5861,Doctor 5574,4,0.40550676,0
Patient 5868,Doctor 6545,4,0.144836441,0
Patient 5870,Doctor 7267,4,0.363164544,0
Patient 5871,Doctor 8946,4,0.310398191,0
Patient 5874,Doctor 6006,4,0.029888883,0
Patient 5875,Doctor 1376,4,0.114900731,0
Patient 5877,Doctor 8463,4,0.282034785,0
Patient 5887,Doctor 129,4,0.37624377,0
Patient 5888,Doctor 1911,4,0.056784812,0
Patient 5889,Doctor 866,4,0.24066402,0
Patient 5893,Doctor 14,4,0.054174647,0
Patient 5896,Doctor 8178,4,0.258815885,0
Patient 5903,Doctor 2263,4,0.039985377,0
Patient 5906,Doctor 8747,4,0.01242175,0
Patient 5911,Doctor 2507,4,0.483193636,0
Patient 5914,Doctor 7013,4,0.09440916,0
Patient 5916,Doctor 3504,4,0.238679141,0
Patient 5926,Doctor 2840,4,0.014503743,0
Patient 5928,Doctor 7821,4,0.068839706,0
Patient 5929,Doctor 4813,4,0.296786398,0
Patient 5934,Doctor 6043,4,0.522844672,0
Patient 5940,Doctor 5025,4,0.078270368,0
Patient 5940,Doctor 5853,4,0.057966247,0
Patient 5944,Doctor 8913,4,0.068429828,0
Patient 5951,Doctor 4791,4,0.545543134,0
Patient 5955,Doctor 3904,4,0.049757965,0
Patient 5961,Doctor 2103,4,0.209756583,0
Patient 5966,Doctor 6839,4,0.012574779,0
Patient 5967,Doctor 793,4,0.014851631,0
Patient 5967,Doctor 4152,4,0.082462214,0
Patient 5967,Doctor 5700,4,0.198103815,0
Patient 5978,Doctor 6242,4,0.11571651,0
Patient 5979,Doctor 7915,4,0.084875613,0
Patient 5988,Doctor 5102,4,0.056035001,0
Patient 5991,Doctor 2449,4,0.127838597,0
Patient 5992,Doctor 127,4,0.116542958,0
Patient 5992,Doctor 618,4,0.056188144,0
Patient 6010,Doctor 5164,4,0.519916296,0
Patient 6020,Doctor 7031,4,0.042526741,0
Patient 6022,Doctor 8341,4,0.47448954,0
Patient 6031,Doctor 1809,4,0.127082109,0
Patient 6031,Doctor 6674,4,0.062686197,0
Patient 6038,Doctor 5871,4,0.258999527,0
Patient 6045,Doctor 338,4,0.125258237,0
Patient 6059,Doctor 621,4,0.566690922,0
Patient 6060,Doctor 5164,4,0.516834378,0
Patient 6062,Doctor 2530,4,0.026626892,0
Patient 6066,Doctor 8119,4,0.086575091,0
Patient 6072,Doctor 2565,4,0.275710016,0
Patient 6077,Doctor 8664,4,0.13350828,0
Patient 6079,Doctor 8578,4,0.066336684,0
Patient 6082,Doctor 7952,4,0.028991003,0
Patient 6085,Doctor 2507,4,0.352830201,0
Patient 6086,Doctor 8065,4,0.026322637,0
Patient 6087,Doctor 2470,4,0.067398645,0
Patient 6095,Doctor 3912,4,0.095882781,0
Patient 6099,Doctor 7339,4,0.021811696,0
Patient 6099,Doctor 8564,4,0.03598832,0
Patient 6108,Doctor 1344,4,0.304899812,0
Patient 6109,Doctor 4129,4,0.038813706,0
Patient 6109,Doctor 5560,4,0.112438619,0
Patient 6109,Doctor 6075,4,0.04216681,0
Patient 6109,Doctor 8553,4,0.015675955,0
Patient 6128,Doctor 627,4,0.54446727,0
Patient 6131,Doctor 8383,4,0.054141063,0
Patient 6135,Doctor 8916,4,0.021740807,0
Patient 6136,Doctor 40,4,0.01245875,0
Patient 6136,Doctor 1756,4,0.007796874,0
Patient 6136,Doctor 2231,4,0.095353171,0
Patient 6138,Doctor 4273,4,0.320988268,0
Patient 6140,Doctor 7876,4,0.031211695,0
Patient 6143,Doctor 7249,4,0.394408017,0
Patient 6144,Doctor 176,4,0.007379395,0
Patient 6144,Doctor 3888,4,0.137329772,0
Patient 6144,Doctor 4791,4,0.247195244,0
Patient 6145,Doctor 6368,4,0.005195547,0
Patient 6156,Doctor 6169,4,0.059857074,0
Patient 6164,Doctor 3084,4,0.300547779,0
Patient 6173,Doctor 4695,4,0.153458193,0
Patient 6189,Doctor 6104,4,0.032594528,0
Patient 6192,Doctor 1219,4,0.515478015,0
Patient 6195,Doctor 7304,4,0.063195974,0
Patient 6202,Doctor 4779,4,0.05659578,0
Patient 6213,Doctor 8797,4,0.107777134,0
Patient 6223,Doctor 7787,4,0.055985946,0
Patient 6224,Doctor 1598,4,0.325128496,0
Patient 6238,Doctor 5609,4,0.499314189,0
Patient 6239,Doctor 2103,4,0.131420285,0
Patient 6239,Doctor 5954,4,0.011278034,0
Patient 6242,Doctor 1902,4,0.046329759,0
Patient 6242,Doctor 6260,4,0.006460719,0
Patient 6244,Doctor 6769,4,0.025934311,0
Patient 6247,Doctor 6336,4,0.100251988,0
Patient 6248,Doctor 7605,4,0.552802503,0
Patient 6255,Doctor 56,4,0.023047118,0
Patient 6255,Doctor 4145,4,0.037058886,0
Patient 6255,Doctor 4749,4,0.040050838,0
Patient 6255,Doctor 4964,4,0.133202985,0
Patient 6255,Doctor 4968,4,0.015305083,0
Patient 6257,Doctor 5164,4,0.60040164,0
Patient 6273,Doctor 2162,4,0.510257423,0
Patient 6277,Doctor 4494,4,0.442684948,0
Patient 6281,Doctor 5809,4,0.172655389,0
Patient 6282,Doctor 1598,4,0.119895622,0
Patient 6282,Doctor 6043,4,0.107943155,0
Patient 6289,Doctor 6001,4,0.449406534,0
Patient 6290,Doctor 4255,4,0.102042191,0
Patient 6311,Doctor 6001,4,0.465441436,0
Patient 6316,Doctor 1863,4,0.473050654,0
Patient 6321,Doctor 8265,4,0.038339939,0
Patient 6323,Doctor 7994,4,0.460743427,0
Patient 6324,Doctor 3868,4,0.028795451,0
Patient 6348,Doctor 5071,4,0.03834594,0
Patient 6351,Doctor 5164,4,0.526118517,0
Patient 6363,Doctor 1665,4,0.099647783,0
Patient 6366,Doctor 1584,4,0.011843507,0
Patient 6366,Doctor 7487,4,0.004041168,0
Patient 6368,Doctor 2467,4,0.267964989,0
Patient 6369,Doctor 3467,4,0.020980699,0
Patient 6373,Doctor 1908,4,0.151976869,0
Patient 6373,Doctor 6381,4,0.173147112,0
Patient 6377,Doctor 8555,4,0.33385095,0
Patient 6382,Doctor 2492,4,0.015922081,0
Patient 6382,Doctor 6604,4,0.322935164,0
Patient 6390,Doctor 5822,4,0.015800832,0
Patient 6393,Doctor 7673,4,0.106840469,0
Patient 6398,Doctor 8615,4,0.511551976,0
Patient 6402,Doctor 5368,4,0.198493913,0
Patient 6406,Doctor 4829,4,0.057642616,0
Patient 6415,Doctor 1601,4,0.038191475,0
Patient 6415,Doctor 5606,4,0.322272182,0
Patient 6422,Doctor 5164,4,0.49715808,0
Patient 6430,Doctor 3391,4,0.060773864,0
Patient 6434,Doctor 5444,4,0.468876719,0
Patient 6437,Doctor 140,4,0.02321678,0
Patient 6440,Doctor 1598,4,0.100089706,0
Patient 6440,Doctor 2952,4,0.105322331,0
Patient 6440,Doctor 7468,4,0.002637649,0
Patient 6444,Doctor 7043,4,0.144405514,0
Patient 6446,Doctor 5084,4,0.469701946,0
Patient 6449,Doctor 8976,4,0.23456794,0
Patient 6462,Doctor 7994,4,0.25382024,0
Patient 6462,Doctor 8868,4,0.144513488,0
Patient 6464,Doctor 8230,4,0.097779118,0
Patient 6467,Doctor 5765,4,0.005136461,0
Patient 6476,Doctor 127,4,0.461920679,0
Patient 6479,Doctor 3489,4,0.006295044,0
Patient 6479,Doctor 7628,4,0.141592458,0
Patient 6483,Doctor 878,4,0.049832303,0
Patient 6485,Doctor 6063,4,0.073977977,0
Patient 6490,Doctor 8896,4,0.083992608,0
Patient 6492,Doctor 1904,4,0.151995003,0
Patient 6493,Doctor 4259,4,0.547830105,0
Patient 6502,Doctor 1375,4,0.297917485,0
Patient 6512,Doctor 1096,4,0.091107525,0
Patient 6518,Doctor 7553,4,0.359888077,0
Patient 6518,Doctor 7899,4,0.03096913,0
Patient 6520,Doctor 2245,4,0.254056901,0
Patient 6523,Doctor 4735,4,0.036479756,0
Patient 6524,Doctor 1598,4,0.275884211,0
Patient 6530,Doctor 2144,4,0.170887396,0
Patient 6534,Doctor 4397,4,0.168652207,0
Patient 6539,Doctor 4556,4,0.352032661,0
Patient 6543,Doctor 7182,4,0.37893787,0
Patient 6548,Doctor 7093,4,0.010249303,0
Patient 6566,Doctor 7941,4,0.052862864,0
Patient 6570,Doctor 2504,4,0.304681867,0
Patient 6598,Doctor 8825,4,0.125943199,0
Patient 6609,Doctor 5489,4,0.047368079,0
Patient 6614,Doctor 3697,4,0.184688359,0
